ID,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ
33,40.65437954,40.6549451,40.65551066,40.65607621,40.65664177,40.65720733,40.65777288,40.65833844,40.65890399,40.65946955,40.66003511,40.66060066,40.66116622,40.66173178,40.66229733,40.66286289,40.66342845,40.663994,40.66455956,40.66512512,40.66569067,40.66625623,40.66682179,40.66738734,40.6679529,40.66851846,40.66908401,40.66964957,40.67021513,40.67078068,40.67134624,40.67191179,40.67247735,40.67304291,40.67360846,40.67417402,40.67473958,40.67530513,40.67587069,40.67643625,40.6770018,40.67756736,40.67813292,40.67869847,40.67926403,40.67982959,40.68039514,40.6809607,40.68152626,40.68209181,40.68265737,40.68322293,40.68378848,40.68435404,40.68491959,40.68548515,40.68605071,40.68661626,40.68718182,40.68774738,40.68831293,40.68887849,40.68944405,40.6900096,40.69057516,40.69114072,40.69170627,40.69227183,40.69283739
34,40.65707744,40.657643,40.65820855,40.65877411,40.65933967,40.65990522,40.66047078,40.66103634,40.66160189,40.66216745,40.66273301,40.66329856,40.66386412,40.66442967,40.66499523,40.66556079,40.66612634,40.6666919,40.66725746,40.66782301,40.66838857,40.66895413,40.66951968,40.67008524,40.6706508,40.67121635,40.67178191,40.67234747,40.67291302,40.67347858,40.67404414,40.67460969,40.67517525,40.67574081,40.67630636,40.67687192,40.67743747,40.67800303,40.67856859,40.67913414,40.6796997,40.68026526,40.68083081,40.68139637,40.68196193,40.68252748,40.68309304,40.6836586,40.68422415,40.68478971,40.68535527,40.68592082,40.68648638,40.68705194,40.68761749,40.68818305,40.68874861,40.68931416,40.68987972,40.69044527,40.69101083,40.69157639,40.69214194,40.6927075,40.69327306,40.69383861,40.69440417,40.69496973,40.69553528
35,40.65977534,40.66034089,40.66090645,40.66147201,40.66203756,40.66260312,40.66316868,40.66373423,40.66429979,40.66486535,40.6654309,40.66599646,40.66656202,40.66712757,40.66769313,40.66825869,40.66882424,40.6693898,40.66995535,40.67052091,40.67108647,40.67165202,40.67221758,40.67278314,40.67334869,40.67391425,40.67447981,40.67504536,40.67561092,40.67617648,40.67674203,40.67730759,40.67787315,40.6784387,40.67900426,40.67956982,40.68013537,40.68070093,40.68126649,40.68183204,40.6823976,40.68296315,40.68352871,40.68409427,40.68465982,40.68522538,40.68579094,40.68635649,40.68692205,40.68748761,40.68805316,40.68861872,40.68918428,40.68974983,40.69031539,40.69088095,40.6914465,40.69201206,40.69257762,40.69314317,40.69370873,40.69427429,40.69483984,40.6954054,40.69597095,40.69653651,40.69710207,40.69766762,40.69823318
36,40.66247323,40.66303879,40.66360435,40.6641699,40.66473546,40.66530102,40.66586657,40.66643213,40.66699769,40.66756324,40.6681288,40.66869436,40.66925991,40.66982547,40.67039103,40.67095658,40.67152214,40.6720877,40.67265325,40.67321881,40.67378437,40.67434992,40.67491548,40.67548103,40.67604659,40.67661215,40.6771777,40.67774326,40.67830882,40.67887437,40.67943993,40.68000549,40.68057104,40.6811366,40.68170216,40.68226771,40.68283327,40.68339883,40.68396438,40.68452994,40.6850955,40.68566105,40.68622661,40.68679217,40.68735772,40.68792328,40.68848883,40.68905439,40.68961995,40.6901855,40.69075106,40.69131662,40.69188217,40.69244773,40.69301329,40.69357884,40.6941444,40.69470996,40.69527551,40.69584107,40.69640663,40.69697218,40.69753774,40.6981033,40.69866885,40.69923441,40.69979997,40.70036552,40.70093108
37,40.66517113,40.66573669,40.66630225,40.6668678,40.66743336,40.66799891,40.66856447,40.66913003,40.66969558,40.67026114,40.6708267,40.67139225,40.67195781,40.67252337,40.67308892,40.67365448,40.67422004,40.67478559,40.67535115,40.67591671,40.67648226,40.67704782,40.67761338,40.67817893,40.67874449,40.67931005,40.6798756,40.68044116,40.68100671,40.68157227,40.68213783,40.68270338,40.68326894,40.6838345,40.68440005,40.68496561,40.68553117,40.68609672,40.68666228,40.68722784,40.68779339,40.68835895,40.68892451,40.68949006,40.69005562,40.69062118,40.69118673,40.69175229,40.69231785,40.6928834,40.69344896,40.69401451,40.69458007,40.69514563,40.69571118,40.69627674,40.6968423,40.69740785,40.69797341,40.69853897,40.69910452,40.69967008,40.70023564,40.70080119,40.70136675,40.70193231,40.70249786,40.70306342,40.70362898
38,40.66786903,40.66843459,40.66900014,40.6695657,40.67013126,40.67069681,40.67126237,40.67182793,40.67239348,40.67295904,40.67352459,40.67409015,40.67465571,40.67522126,40.67578682,40.67635238,40.67691793,40.67748349,40.67804905,40.6786146,40.67918016,40.67974572,40.68031127,40.68087683,40.68144239,40.68200794,40.6825735,40.68313906,40.68370461,40.68427017,40.68483573,40.68540128,40.68596684,40.68653239,40.68709795,40.68766351,40.68822906,40.68879462,40.68936018,40.68992573,40.69049129,40.69105685,40.6916224,40.69218796,40.69275352,40.69331907,40.69388463,40.69445019,40.69501574,40.6955813,40.69614686,40.69671241,40.69727797,40.69784353,40.69840908,40.69897464,40.69954019,40.70010575,40.70067131,40.70123686,40.70180242,40.70236798,40.70293353,40.70349909,40.70406465,40.7046302,40.70519576,40.70576132,40.70632687
39,40.67056693,40.67113248,40.67169804,40.6722636,40.67282915,40.67339471,40.67396027,40.67452582,40.67509138,40.67565694,40.67622249,40.67678805,40.67735361,40.67791916,40.67848472,40.67905027,40.67961583,40.68018139,40.68074694,40.6813125,40.68187806,40.68244361,40.68300917,40.68357473,40.68414028,40.68470584,40.6852714,40.68583695,40.68640251,40.68696807,40.68753362,40.68809918,40.68866474,40.68923029,40.68979585,40.69036141,40.69092696,40.69149252,40.69205807,40.69262363,40.69318919,40.69375474,40.6943203,40.69488586,40.69545141,40.69601697,40.69658253,40.69714808,40.69771364,40.6982792,40.69884475,40.69941031,40.69997587,40.70054142,40.70110698,40.70167254,40.70223809,40.70280365,40.70336921,40.70393476,40.70450032,40.70506587,40.70563143,40.70619699,40.70676254,40.7073281,40.70789366,40.70845921,40.70902477
40,40.67326482,40.67383038,40.67439594,40.67496149,40.67552705,40.67609261,40.67665816,40.67722372,40.67778928,40.67835483,40.67892039,40.67948595,40.6800515,40.68061706,40.68118262,40.68174817,40.68231373,40.68287929,40.68344484,40.6840104,40.68457595,40.68514151,40.68570707,40.68627262,40.68683818,40.68740374,40.68796929,40.68853485,40.68910041,40.68966596,40.69023152,40.69079708,40.69136263,40.69192819,40.69249375,40.6930593,40.69362486,40.69419042,40.69475597,40.69532153,40.69588709,40.69645264,40.6970182,40.69758375,40.69814931,40.69871487,40.69928042,40.69984598,40.70041154,40.70097709,40.70154265,40.70210821,40.70267376,40.70323932,40.70380488,40.70437043,40.70493599,40.70550155,40.7060671,40.70663266,40.70719822,40.70776377,40.70832933,40.70889489,40.70946044,40.710026,40.71059155,40.71115711,40.71172267
41,40.67596272,40.67652828,40.67709383,40.67765939,40.67822495,40.6787905,40.67935606,40.67992162,40.68048717,40.68105273,40.68161829,40.68218384,40.6827494,40.68331496,40.68388051,40.68444607,40.68501163,40.68557718,40.68614274,40.6867083,40.68727385,40.68783941,40.68840497,40.68897052,40.68953608,40.69010163,40.69066719,40.69123275,40.6917983,40.69236386,40.69292942,40.69349497,40.69406053,40.69462609,40.69519164,40.6957572,40.69632276,40.69688831,40.69745387,40.69801943,40.69858498,40.69915054,40.6997161,40.70028165,40.70084721,40.70141277,40.70197832,40.70254388,40.70310943,40.70367499,40.70424055,40.7048061,40.70537166,40.70593722,40.70650277,40.70706833,40.70763389,40.70819944,40.708765,40.70933056,40.70989611,40.71046167,40.71102723,40.71159278,40.71215834,40.7127239,40.71328945,40.71385501,40.71442057
42,40.67866062,40.67922618,40.67979173,40.68035729,40.68092285,40.6814884,40.68205396,40.68261951,40.68318507,40.68375063,40.68431618,40.68488174,40.6854473,40.68601285,40.68657841,40.68714397,40.68770952,40.68827508,40.68884064,40.68940619,40.68997175,40.69053731,40.69110286,40.69166842,40.69223398,40.69279953,40.69336509,40.69393065,40.6944962,40.69506176,40.69562731,40.69619287,40.69675843,40.69732398,40.69788954,40.6984551,40.69902065,40.69958621,40.70015177,40.70071732,40.70128288,40.70184844,40.70241399,40.70297955,40.70354511,40.70411066,40.70467622,40.70524178,40.70580733,40.70637289,40.70693845,40.707504,40.70806956,40.70863511,40.70920067,40.70976623,40.71033178,40.71089734,40.7114629,40.71202845,40.71259401,40.71315957,40.71372512,40.71429068,40.71485624,40.71542179,40.71598735,40.71655291,40.71711846
43,40.68135852,40.68192407,40.68248963,40.68305519,40.68362074,40.6841863,40.68475186,40.68531741,40.68588297,40.68644853,40.68701408,40.68757964,40.68814519,40.68871075,40.68927631,40.68984186,40.69040742,40.69097298,40.69153853,40.69210409,40.69266965,40.6932352,40.69380076,40.69436632,40.69493187,40.69549743,40.69606299,40.69662854,40.6971941,40.69775966,40.69832521,40.69889077,40.69945633,40.70002188,40.70058744,40.70115299,40.70171855,40.70228411,40.70284966,40.70341522,40.70398078,40.70454633,40.70511189,40.70567745,40.706243,40.70680856,40.70737412,40.70793967,40.70850523,40.70907079,40.70963634,40.7102019,40.71076746,40.71133301,40.71189857,40.71246413,40.71302968,40.71359524,40.71416079,40.71472635,40.71529191,40.71585746,40.71642302,40.71698858,40.71755413,40.71811969,40.71868525,40.7192508,40.71981636
44,40.68405641,40.68462197,40.68518753,40.68575308,40.68631864,40.6868842,40.68744975,40.68801531,40.68858087,40.68914642,40.68971198,40.69027754,40.69084309,40.69140865,40.69197421,40.69253976,40.69310532,40.69367087,40.69423643,40.69480199,40.69536754,40.6959331,40.69649866,40.69706421,40.69762977,40.69819533,40.69876088,40.69932644,40.699892,40.70045755,40.70102311,40.70158867,40.70215422,40.70271978,40.70328534,40.70385089,40.70441645,40.70498201,40.70554756,40.70611312,40.70667867,40.70724423,40.70780979,40.70837534,40.7089409,40.70950646,40.71007201,40.71063757,40.71120313,40.71176868,40.71233424,40.7128998,40.71346535,40.71403091,40.71459647,40.71516202,40.71572758,40.71629314,40.71685869,40.71742425,40.71798981,40.71855536,40.71912092,40.71968647,40.72025203,40.72081759,40.72138314,40.7219487,40.72251426
45,40.68675431,40.68731987,40.68788542,40.68845098,40.68901654,40.68958209,40.69014765,40.69071321,40.69127876,40.69184432,40.69240988,40.69297543,40.69354099,40.69410655,40.6946721,40.69523766,40.69580322,40.69636877,40.69693433,40.69749989,40.69806544,40.698631,40.69919655,40.69976211,40.70032767,40.70089322,40.70145878,40.70202434,40.70258989,40.70315545,40.70372101,40.70428656,40.70485212,40.70541768,40.70598323,40.70654879,40.70711435,40.7076799,40.70824546,40.70881102,40.70937657,40.70994213,40.71050769,40.71107324,40.7116388,40.71220435,40.71276991,40.71333547,40.71390102,40.71446658,40.71503214,40.71559769,40.71616325,40.71672881,40.71729436,40.71785992,40.71842548,40.71899103,40.71955659,40.72012215,40.7206877,40.72125326,40.72181882,40.72238437,40.72294993,40.72351549,40.72408104,40.7246466,40.72521215
46,40.68945221,40.69001777,40.69058332,40.69114888,40.69171443,40.69227999,40.69284555,40.6934111,40.69397666,40.69454222,40.69510777,40.69567333,40.69623889,40.69680444,40.69737,40.69793556,40.69850111,40.69906667,40.69963223,40.70019778,40.70076334,40.7013289,40.70189445,40.70246001,40.70302557,40.70359112,40.70415668,40.70472223,40.70528779,40.70585335,40.7064189,40.70698446,40.70755002,40.70811557,40.70868113,40.70924669,40.70981224,40.7103778,40.71094336,40.71150891,40.71207447,40.71264003,40.71320558,40.71377114,40.7143367,40.71490225,40.71546781,40.71603337,40.71659892,40.71716448,40.71773003,40.71829559,40.71886115,40.7194267,40.71999226,40.72055782,40.72112337,40.72168893,40.72225449,40.72282004,40.7233856,40.72395116,40.72451671,40.72508227,40.72564783,40.72621338,40.72677894,40.7273445,40.72791005
47,40.69215011,40.69271566,40.69328122,40.69384678,40.69441233,40.69497789,40.69554345,40.696109,40.69667456,40.69724011,40.69780567,40.69837123,40.69893678,40.69950234,40.7000679,40.70063345,40.70119901,40.70176457,40.70233012,40.70289568,40.70346124,40.70402679,40.70459235,40.70515791,40.70572346,40.70628902,40.70685458,40.70742013,40.70798569,40.70855125,40.7091168,40.70968236,40.71024791,40.71081347,40.71137903,40.71194458,40.71251014,40.7130757,40.71364125,40.71420681,40.71477237,40.71533792,40.71590348,40.71646904,40.71703459,40.71760015,40.71816571,40.71873126,40.71929682,40.71986238,40.72042793,40.72099349,40.72155905,40.7221246,40.72269016,40.72325571,40.72382127,40.72438683,40.72495238,40.72551794,40.7260835,40.72664905,40.72721461,40.72778017,40.72834572,40.72891128,40.72947684,40.73004239,40.73060795
48,40.694848,40.69541356,40.69597912,40.69654467,40.69711023,40.69767579,40.69824134,40.6988069,40.69937246,40.69993801,40.70050357,40.70106913,40.70163468,40.70220024,40.70276579,40.70333135,40.70389691,40.70446246,40.70502802,40.70559358,40.70615913,40.70672469,40.70729025,40.7078558,40.70842136,40.70898692,40.70955247,40.71011803,40.71068359,40.71124914,40.7118147,40.71238026,40.71294581,40.71351137,40.71407693,40.71464248,40.71520804,40.71577359,40.71633915,40.71690471,40.71747026,40.71803582,40.71860138,40.71916693,40.71973249,40.72029805,40.7208636,40.72142916,40.72199472,40.72256027,40.72312583,40.72369139,40.72425694,40.7248225,40.72538806,40.72595361,40.72651917,40.72708473,40.72765028,40.72821584,40.72878139,40.72934695,40.72991251,40.73047806,40.73104362,40.73160918,40.73217473,40.73274029,40.73330585
49,40.6975459,40.69811146,40.69867701,40.69924257,40.69980813,40.70037368,40.70093924,40.7015048,40.70207035,40.70263591,40.70320147,40.70376702,40.70433258,40.70489814,40.70546369,40.70602925,40.7065948,40.70716036,40.70772592,40.70829147,40.70885703,40.70942259,40.70998814,40.7105537,40.71111926,40.71168481,40.71225037,40.71281593,40.71338148,40.71394704,40.7145126,40.71507815,40.71564371,40.71620927,40.71677482,40.71734038,40.71790594,40.71847149,40.71903705,40.7196026,40.72016816,40.72073372,40.72129927,40.72186483,40.72243039,40.72299594,40.7235615,40.72412706,40.72469261,40.72525817,40.72582373,40.72638928,40.72695484,40.7275204,40.72808595,40.72865151,40.72921707,40.72978262,40.73034818,40.73091374,40.73147929,40.73204485,40.7326104,40.73317596,40.73374152,40.73430707,40.73487263,40.73543819,40.73600374
50,40.7002438,40.70080935,40.70137491,40.70194047,40.70250602,40.70307158,40.70363714,40.70420269,40.70476825,40.70533381,40.70589936,40.70646492,40.70703048,40.70759603,40.70816159,40.70872715,40.7092927,40.70985826,40.71042382,40.71098937,40.71155493,40.71212048,40.71268604,40.7132516,40.71381715,40.71438271,40.71494827,40.71551382,40.71607938,40.71664494,40.71721049,40.71777605,40.71834161,40.71890716,40.71947272,40.72003828,40.72060383,40.72116939,40.72173495,40.7223005,40.72286606,40.72343162,40.72399717,40.72456273,40.72512828,40.72569384,40.7262594,40.72682495,40.72739051,40.72795607,40.72852162,40.72908718,40.72965274,40.73021829,40.73078385,40.73134941,40.73191496,40.73248052,40.73304608,40.73361163,40.73417719,40.73474275,40.7353083,40.73587386,40.73643942,40.73700497,40.73757053,40.73813608,40.73870164
51,40.7029417,40.70350725,40.70407281,40.70463836,40.70520392,40.70576948,40.70633503,40.70690059,40.70746615,40.7080317,40.70859726,40.70916282,40.70972837,40.71029393,40.71085949,40.71142504,40.7119906,40.71255616,40.71312171,40.71368727,40.71425283,40.71481838,40.71538394,40.7159495,40.71651505,40.71708061,40.71764616,40.71821172,40.71877728,40.71934283,40.71990839,40.72047395,40.7210395,40.72160506,40.72217062,40.72273617,40.72330173,40.72386729,40.72443284,40.7249984,40.72556396,40.72612951,40.72669507,40.72726063,40.72782618,40.72839174,40.7289573,40.72952285,40.73008841,40.73065396,40.73121952,40.73178508,40.73235063,40.73291619,40.73348175,40.7340473,40.73461286,40.73517842,40.73574397,40.73630953,40.73687509,40.73744064,40.7380062,40.73857176,40.73913731,40.73970287,40.74026843,40.74083398,40.74139954
52,40.70563959,40.70620515,40.70677071,40.70733626,40.70790182,40.70846738,40.70903293,40.70959849,40.71016404,40.7107296,40.71129516,40.71186071,40.71242627,40.71299183,40.71355738,40.71412294,40.7146885,40.71525405,40.71581961,40.71638517,40.71695072,40.71751628,40.71808184,40.71864739,40.71921295,40.71977851,40.72034406,40.72090962,40.72147518,40.72204073,40.72260629,40.72317184,40.7237374,40.72430296,40.72486851,40.72543407,40.72599963,40.72656518,40.72713074,40.7276963,40.72826185,40.72882741,40.72939297,40.72995852,40.73052408,40.73108964,40.73165519,40.73222075,40.73278631,40.73335186,40.73391742,40.73448298,40.73504853,40.73561409,40.73617964,40.7367452,40.73731076,40.73787631,40.73844187,40.73900743,40.73957298,40.74013854,40.7407041,40.74126965,40.74183521,40.74240077,40.74296632,40.74353188,40.74409744
53,40.70833749,40.70890305,40.7094686,40.71003416,40.71059972,40.71116527,40.71173083,40.71229639,40.71286194,40.7134275,40.71399306,40.71455861,40.71512417,40.71568972,40.71625528,40.71682084,40.71738639,40.71795195,40.71851751,40.71908306,40.71964862,40.72021418,40.72077973,40.72134529,40.72191085,40.7224764,40.72304196,40.72360752,40.72417307,40.72473863,40.72530419,40.72586974,40.7264353,40.72700086,40.72756641,40.72813197,40.72869752,40.72926308,40.72982864,40.73039419,40.73095975,40.73152531,40.73209086,40.73265642,40.73322198,40.73378753,40.73435309,40.73491865,40.7354842,40.73604976,40.73661532,40.73718087,40.73774643,40.73831199,40.73887754,40.7394431,40.74000866,40.74057421,40.74113977,40.74170532,40.74227088,40.74283644,40.74340199,40.74396755,40.74453311,40.74509866,40.74566422,40.74622978,40.74679533
54,40.71103539,40.71160094,40.7121665,40.71273206,40.71329761,40.71386317,40.71442873,40.71499428,40.71555984,40.7161254,40.71669095,40.71725651,40.71782207,40.71838762,40.71895318,40.71951874,40.72008429,40.72064985,40.7212154,40.72178096,40.72234652,40.72291207,40.72347763,40.72404319,40.72460874,40.7251743,40.72573986,40.72630541,40.72687097,40.72743653,40.72800208,40.72856764,40.7291332,40.72969875,40.73026431,40.73082987,40.73139542,40.73196098,40.73252654,40.73309209,40.73365765,40.7342232,40.73478876,40.73535432,40.73591987,40.73648543,40.73705099,40.73761654,40.7381821,40.73874766,40.73931321,40.73987877,40.74044433,40.74100988,40.74157544,40.742141,40.74270655,40.74327211,40.74383767,40.74440322,40.74496878,40.74553434,40.74609989,40.74666545,40.747231,40.74779656,40.74836212,40.74892767,40.74949323
55,40.71373328,40.71429884,40.7148644,40.71542995,40.71599551,40.71656107,40.71712662,40.71769218,40.71825774,40.71882329,40.71938885,40.71995441,40.72051996,40.72108552,40.72165108,40.72221663,40.72278219,40.72334775,40.7239133,40.72447886,40.72504442,40.72560997,40.72617553,40.72674108,40.72730664,40.7278722,40.72843775,40.72900331,40.72956887,40.73013442,40.73069998,40.73126554,40.73183109,40.73239665,40.73296221,40.73352776,40.73409332,40.73465888,40.73522443,40.73578999,40.73635555,40.7369211,40.73748666,40.73805222,40.73861777,40.73918333,40.73974888,40.74031444,40.74088,40.74144555,40.74201111,40.74257667,40.74314222,40.74370778,40.74427334,40.74483889,40.74540445,40.74597001,40.74653556,40.74710112,40.74766668,40.74823223,40.74879779,40.74936335,40.7499289,40.75049446,40.75106002,40.75162557,40.75219113
56,40.71643118,40.71699674,40.7175623,40.71812785,40.71869341,40.71925896,40.71982452,40.72039008,40.72095563,40.72152119,40.72208675,40.7226523,40.72321786,40.72378342,40.72434897,40.72491453,40.72548009,40.72604564,40.7266112,40.72717676,40.72774231,40.72830787,40.72887343,40.72943898,40.73000454,40.7305701,40.73113565,40.73170121,40.73226676,40.73283232,40.73339788,40.73396343,40.73452899,40.73509455,40.7356601,40.73622566,40.73679122,40.73735677,40.73792233,40.73848789,40.73905344,40.739619,40.74018456,40.74075011,40.74131567,40.74188123,40.74244678,40.74301234,40.7435779,40.74414345,40.74470901,40.74527456,40.74584012,40.74640568,40.74697123,40.74753679,40.74810235,40.7486679,40.74923346,40.74979902,40.75036457,40.75093013,40.75149569,40.75206124,40.7526268,40.75319236,40.75375791,40.75432347,40.75488903
57,40.71912908,40.71969464,40.72026019,40.72082575,40.72139131,40.72195686,40.72252242,40.72308798,40.72365353,40.72421909,40.72478464,40.7253502,40.72591576,40.72648131,40.72704687,40.72761243,40.72817798,40.72874354,40.7293091,40.72987465,40.73044021,40.73100577,40.73157132,40.73213688,40.73270244,40.73326799,40.73383355,40.73439911,40.73496466,40.73553022,40.73609578,40.73666133,40.73722689,40.73779244,40.738358,40.73892356,40.73948911,40.74005467,40.74062023,40.74118578,40.74175134,40.7423169,40.74288245,40.74344801,40.74401357,40.74457912,40.74514468,40.74571024,40.74627579,40.74684135,40.74740691,40.74797246,40.74853802,40.74910358,40.74966913,40.75023469,40.75080024,40.7513658,40.75193136,40.75249691,40.75306247,40.75362803,40.75419358,40.75475914,40.7553247,40.75589025,40.75645581,40.75702137,40.75758692
58,40.72182698,40.72239253,40.72295809,40.72352365,40.7240892,40.72465476,40.72522032,40.72578587,40.72635143,40.72691699,40.72748254,40.7280481,40.72861366,40.72917921,40.72974477,40.73031032,40.73087588,40.73144144,40.73200699,40.73257255,40.73313811,40.73370366,40.73426922,40.73483478,40.73540033,40.73596589,40.73653145,40.737097,40.73766256,40.73822812,40.73879367,40.73935923,40.73992479,40.74049034,40.7410559,40.74162146,40.74218701,40.74275257,40.74331812,40.74388368,40.74444924,40.74501479,40.74558035,40.74614591,40.74671146,40.74727702,40.74784258,40.74840813,40.74897369,40.74953925,40.7501048,40.75067036,40.75123592,40.75180147,40.75236703,40.75293259,40.75349814,40.7540637,40.75462926,40.75519481,40.75576037,40.75632592,40.75689148,40.75745704,40.75802259,40.75858815,40.75915371,40.75971926,40.76028482
59,40.72452487,40.72509043,40.72565599,40.72622154,40.7267871,40.72735266,40.72791821,40.72848377,40.72904933,40.72961488,40.73018044,40.730746,40.73131155,40.73187711,40.73244267,40.73300822,40.73357378,40.73413934,40.73470489,40.73527045,40.735836,40.73640156,40.73696712,40.73753267,40.73809823,40.73866379,40.73922934,40.7397949,40.74036046,40.74092601,40.74149157,40.74205713,40.74262268,40.74318824,40.7437538,40.74431935,40.74488491,40.74545047,40.74601602,40.74658158,40.74714714,40.74771269,40.74827825,40.7488438,40.74940936,40.74997492,40.75054047,40.75110603,40.75167159,40.75223714,40.7528027,40.75336826,40.75393381,40.75449937,40.75506493,40.75563048,40.75619604,40.7567616,40.75732715,40.75789271,40.75845827,40.75902382,40.75958938,40.76015494,40.76072049,40.76128605,40.7618516,40.76241716,40.76298272
60,40.72722277,40.72778833,40.72835388,40.72891944,40.729485,40.73005055,40.73061611,40.73118167,40.73174722,40.73231278,40.73287834,40.73344389,40.73400945,40.73457501,40.73514056,40.73570612,40.73627168,40.73683723,40.73740279,40.73796835,40.7385339,40.73909946,40.73966502,40.74023057,40.74079613,40.74136168,40.74192724,40.7424928,40.74305835,40.74362391,40.74418947,40.74475502,40.74532058,40.74588614,40.74645169,40.74701725,40.74758281,40.74814836,40.74871392,40.74927948,40.74984503,40.75041059,40.75097615,40.7515417,40.75210726,40.75267282,40.75323837,40.75380393,40.75436948,40.75493504,40.7555006,40.75606615,40.75663171,40.75719727,40.75776282,40.75832838,40.75889394,40.75945949,40.76002505,40.76059061,40.76115616,40.76172172,40.76228728,40.76285283,40.76341839,40.76398395,40.7645495,40.76511506,40.76568062
61,40.72992067,40.73048623,40.73105178,40.73161734,40.7321829,40.73274845,40.73331401,40.73387956,40.73444512,40.73501068,40.73557623,40.73614179,40.73670735,40.7372729,40.73783846,40.73840402,40.73896957,40.73953513,40.74010069,40.74066624,40.7412318,40.74179736,40.74236291,40.74292847,40.74349403,40.74405958,40.74462514,40.7451907,40.74575625,40.74632181,40.74688736,40.74745292,40.74801848,40.74858403,40.74914959,40.74971515,40.7502807,40.75084626,40.75141182,40.75197737,40.75254293,40.75310849,40.75367404,40.7542396,40.75480516,40.75537071,40.75593627,40.75650183,40.75706738,40.75763294,40.7581985,40.75876405,40.75932961,40.75989516,40.76046072,40.76102628,40.76159183,40.76215739,40.76272295,40.7632885,40.76385406,40.76441962,40.76498517,40.76555073,40.76611629,40.76668184,40.7672474,40.76781296,40.76837851
62,40.73261857,40.73318412,40.73374968,40.73431524,40.73488079,40.73544635,40.73601191,40.73657746,40.73714302,40.73770858,40.73827413,40.73883969,40.73940524,40.7399708,40.74053636,40.74110191,40.74166747,40.74223303,40.74279858,40.74336414,40.7439297,40.74449525,40.74506081,40.74562637,40.74619192,40.74675748,40.74732304,40.74788859,40.74845415,40.74901971,40.74958526,40.75015082,40.75071638,40.75128193,40.75184749,40.75241304,40.7529786,40.75354416,40.75410971,40.75467527,40.75524083,40.75580638,40.75637194,40.7569375,40.75750305,40.75806861,40.75863417,40.75919972,40.75976528,40.76033084,40.76089639,40.76146195,40.76202751,40.76259306,40.76315862,40.76372418,40.76428973,40.76485529,40.76542084,40.7659864,40.76655196,40.76711751,40.76768307,40.76824863,40.76881418,40.76937974,40.7699453,40.77051085,40.77107641
63,40.73531646,40.73588202,40.73644758,40.73701313,40.73757869,40.73814425,40.7387098,40.73927536,40.73984092,40.74040647,40.74097203,40.74153759,40.74210314,40.7426687,40.74323426,40.74379981,40.74436537,40.74493092,40.74549648,40.74606204,40.74662759,40.74719315,40.74775871,40.74832426,40.74888982,40.74945538,40.75002093,40.75058649,40.75115205,40.7517176,40.75228316,40.75284872,40.75341427,40.75397983,40.75454539,40.75511094,40.7556765,40.75624206,40.75680761,40.75737317,40.75793872,40.75850428,40.75906984,40.75963539,40.76020095,40.76076651,40.76133206,40.76189762,40.76246318,40.76302873,40.76359429,40.76415985,40.7647254,40.76529096,40.76585652,40.76642207,40.76698763,40.76755319,40.76811874,40.7686843,40.76924986,40.76981541,40.77038097,40.77094652,40.77151208,40.77207764,40.77264319,40.77320875,40.77377431
64,40.73801436,40.73857992,40.73914547,40.73971103,40.74027659,40.74084214,40.7414077,40.74197326,40.74253881,40.74310437,40.74366993,40.74423548,40.74480104,40.7453666,40.74593215,40.74649771,40.74706327,40.74762882,40.74819438,40.74875994,40.74932549,40.74989105,40.7504566,40.75102216,40.75158772,40.75215327,40.75271883,40.75328439,40.75384994,40.7544155,40.75498106,40.75554661,40.75611217,40.75667773,40.75724328,40.75780884,40.7583744,40.75893995,40.75950551,40.76007107,40.76063662,40.76120218,40.76176774,40.76233329,40.76289885,40.7634644,40.76402996,40.76459552,40.76516107,40.76572663,40.76629219,40.76685774,40.7674233,40.76798886,40.76855441,40.76911997,40.76968553,40.77025108,40.77081664,40.7713822,40.77194775,40.77251331,40.77307887,40.77364442,40.77420998,40.77477554,40.77534109,40.77590665,40.7764722
65,40.74071226,40.74127782,40.74184337,40.74240893,40.74297448,40.74354004,40.7441056,40.74467115,40.74523671,40.74580227,40.74636782,40.74693338,40.74749894,40.74806449,40.74863005,40.74919561,40.74976116,40.75032672,40.75089228,40.75145783,40.75202339,40.75258895,40.7531545,40.75372006,40.75428562,40.75485117,40.75541673,40.75598228,40.75654784,40.7571134,40.75767895,40.75824451,40.75881007,40.75937562,40.75994118,40.76050674,40.76107229,40.76163785,40.76220341,40.76276896,40.76333452,40.76390008,40.76446563,40.76503119,40.76559675,40.7661623,40.76672786,40.76729342,40.76785897,40.76842453,40.76899008,40.76955564,40.7701212,40.77068675,40.77125231,40.77181787,40.77238342,40.77294898,40.77351454,40.77408009,40.77464565,40.77521121,40.77577676,40.77634232,40.77690788,40.77747343,40.77803899,40.77860455,40.7791701
