ID,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ
33,74.04675411,74.04181199,74.03686987,74.03192776,74.02698564,74.02204352,74.0171014,74.01215928,74.00721716,74.00227504,73.99733292,73.99239081,73.98744869,73.98250657,73.97756445,73.97262233,73.96768021,73.96273809,73.95779597,73.95285385,73.94791174,73.94296962,73.9380275,73.93308538,73.92814326,73.92320114,73.91825902,73.9133169,73.90837478,73.90343267,73.89849055,73.89354843,73.88860631,73.88366419,73.87872207,73.87377995,73.86883783,73.86389572,73.8589536,73.85401148,73.84906936,73.84412724,73.83918512,73.834243,73.82930088,73.82435876,73.81941665,73.81447453,73.80953241,73.80459029,73.79964817,73.79470605,73.78976393,73.78482181,73.77987969,73.77493758,73.76999546,73.76505334,73.76011122,73.7551691,73.75022698,73.74528486,73.74034274,73.73540063,73.73045851,73.72551639,73.72057427,73.71563215,73.71069003
34,74.04728791,74.04234579,74.03740367,74.03246155,74.02751943,74.02257731,74.0176352,74.01269308,74.00775096,74.00280884,73.99786672,73.9929246,73.98798248,73.98304036,73.97809824,73.97315613,73.96821401,73.96327189,73.95832977,73.95338765,73.94844553,73.94350341,73.93856129,73.93361918,73.92867706,73.92373494,73.91879282,73.9138507,73.90890858,73.90396646,73.89902434,73.89408222,73.88914011,73.88419799,73.87925587,73.87431375,73.86937163,73.86442951,73.85948739,73.85454527,73.84960315,73.84466104,73.83971892,73.8347768,73.82983468,73.82489256,73.81995044,73.81500832,73.8100662,73.80512409,73.80018197,73.79523985,73.79029773,73.78535561,73.78041349,73.77547137,73.77052925,73.76558713,73.76064502,73.7557029,73.75076078,73.74581866,73.74087654,73.73593442,73.7309923,73.72605018,73.72110806,73.71616595,73.71122383
35,74.0478217,74.04287959,74.03793747,74.03299535,74.02805323,74.02311111,74.01816899,74.01322687,74.00828475,74.00334263,73.99840052,73.9934584,73.98851628,73.98357416,73.97863204,73.97368992,73.9687478,73.96380568,73.95886357,73.95392145,73.94897933,73.94403721,73.93909509,73.93415297,73.92921085,73.92426873,73.91932661,73.9143845,73.90944238,73.90450026,73.89955814,73.89461602,73.8896739,73.88473178,73.87978966,73.87484754,73.86990543,73.86496331,73.86002119,73.85507907,73.85013695,73.84519483,73.84025271,73.83531059,73.83036848,73.82542636,73.82048424,73.81554212,73.8106,73.80565788,73.80071576,73.79577364,73.79083152,73.78588941,73.78094729,73.77600517,73.77106305,73.76612093,73.76117881,73.75623669,73.75129457,73.74635246,73.74141034,73.73646822,73.7315261,73.72658398,73.72164186,73.71669974,73.71175762
36,74.0483555,74.04341338,74.03847126,74.03352914,74.02858703,74.02364491,74.01870279,74.01376067,74.00881855,74.00387643,73.99893431,73.99399219,73.98905007,73.98410796,73.97916584,73.97422372,73.9692816,73.96433948,73.95939736,73.95445524,73.94951312,73.944571,73.93962889,73.93468677,73.92974465,73.92480253,73.91986041,73.91491829,73.90997617,73.90503405,73.90009194,73.89514982,73.8902077,73.88526558,73.88032346,73.87538134,73.87043922,73.8654971,73.86055498,73.85561287,73.85067075,73.84572863,73.84078651,73.83584439,73.83090227,73.82596015,73.82101803,73.81607591,73.8111338,73.80619168,73.80124956,73.79630744,73.79136532,73.7864232,73.78148108,73.77653896,73.77159685,73.76665473,73.76171261,73.75677049,73.75182837,73.74688625,73.74194413,73.73700201,73.73205989,73.72711778,73.72217566,73.71723354,73.71229142
37,74.0488893,74.04394718,74.03900506,74.03406294,74.02912082,74.0241787,74.01923658,74.01429446,74.00935235,74.00441023,73.99946811,73.99452599,73.98958387,73.98464175,73.97969963,73.97475751,73.9698154,73.96487328,73.95993116,73.95498904,73.95004692,73.9451048,73.94016268,73.93522056,73.93027844,73.92533633,73.92039421,73.91545209,73.91050997,73.90556785,73.90062573,73.89568361,73.89074149,73.88579937,73.88085726,73.87591514,73.87097302,73.8660309,73.86108878,73.85614666,73.85120454,73.84626242,73.84132031,73.83637819,73.83143607,73.82649395,73.82155183,73.81660971,73.81166759,73.80672547,73.80178335,73.79684124,73.79189912,73.786957,73.78201488,73.77707276,73.77213064,73.76718852,73.7622464,73.75730428,73.75236217,73.74742005,73.74247793,73.73753581,73.73259369,73.72765157,73.72270945,73.71776733,73.71282522
38,74.04942309,74.04448097,74.03953885,74.03459674,74.02965462,74.0247125,74.01977038,74.01482826,74.00988614,74.00494402,74.0000019,73.99505979,73.99011767,73.98517555,73.98023343,73.97529131,73.97034919,73.96540707,73.96046495,73.95552283,73.95058072,73.9456386,73.94069648,73.93575436,73.93081224,73.92587012,73.920928,73.91598588,73.91104377,73.90610165,73.90115953,73.89621741,73.89127529,73.88633317,73.88139105,73.87644893,73.87150681,73.8665647,73.86162258,73.85668046,73.85173834,73.84679622,73.8418541,73.83691198,73.83196986,73.82702774,73.82208563,73.81714351,73.81220139,73.80725927,73.80231715,73.79737503,73.79243291,73.78749079,73.78254868,73.77760656,73.77266444,73.76772232,73.7627802,73.75783808,73.75289596,73.74795384,73.74301172,73.73806961,73.73312749,73.72818537,73.72324325,73.71830113,73.71335901
39,74.04995689,74.04501477,74.04007265,74.03513053,74.03018841,74.02524629,74.02030418,74.01536206,74.01041994,74.00547782,74.0005357,73.99559358,73.99065146,73.98570934,73.98076722,73.97582511,73.97088299,73.96594087,73.96099875,73.95605663,73.95111451,73.94617239,73.94123027,73.93628816,73.93134604,73.92640392,73.9214618,73.91651968,73.91157756,73.90663544,73.90169332,73.8967512,73.89180909,73.88686697,73.88192485,73.87698273,73.87204061,73.86709849,73.86215637,73.85721425,73.85227213,73.84733002,73.8423879,73.83744578,73.83250366,73.82756154,73.82261942,73.8176773,73.81273518,73.80779307,73.80285095,73.79790883,73.79296671,73.78802459,73.78308247,73.77814035,73.77319823,73.76825611,73.763314,73.75837188,73.75342976,73.74848764,73.74354552,73.7386034,73.73366128,73.72871916,73.72377705,73.71883493,73.71389281
40,74.05049068,74.04554857,74.04060645,74.03566433,74.03072221,74.02578009,74.02083797,74.01589585,74.01095373,74.00601162,74.0010695,73.99612738,73.99118526,73.98624314,73.98130102,73.9763589,73.97141678,73.96647466,73.96153255,73.95659043,73.95164831,73.94670619,73.94176407,73.93682195,73.93187983,73.92693771,73.92199559,73.91705348,73.91211136,73.90716924,73.90222712,73.897285,73.89234288,73.88740076,73.88245864,73.87751653,73.87257441,73.86763229,73.86269017,73.85774805,73.85280593,73.84786381,73.84292169,73.83797957,73.83303746,73.82809534,73.82315322,73.8182111,73.81326898,73.80832686,73.80338474,73.79844262,73.7935005,73.78855839,73.78361627,73.77867415,73.77373203,73.76878991,73.76384779,73.75890567,73.75396355,73.74902144,73.74407932,73.7391372,73.73419508,73.72925296,73.72431084,73.71936872,73.7144266
41,74.05102448,74.04608236,74.04114024,74.03619812,74.03125601,74.02631389,74.02137177,74.01642965,74.01148753,74.00654541,74.00160329,73.99666117,73.99171905,73.98677694,73.98183482,73.9768927,73.97195058,73.96700846,73.96206634,73.95712422,73.9521821,73.94723999,73.94229787,73.93735575,73.93241363,73.92747151,73.92252939,73.91758727,73.91264515,73.90770303,73.90276092,73.8978188,73.89287668,73.88793456,73.88299244,73.87805032,73.8731082,73.86816608,73.86322396,73.85828185,73.85333973,73.84839761,73.84345549,73.83851337,73.83357125,73.82862913,73.82368701,73.8187449,73.81380278,73.80886066,73.80391854,73.79897642,73.7940343,73.78909218,73.78415006,73.77920794,73.77426583,73.76932371,73.76438159,73.75943947,73.75449735,73.74955523,73.74461311,73.73967099,73.73472887,73.72978676,73.72484464,73.71990252,73.7149604
42,74.05155828,74.04661616,74.04167404,74.03673192,74.0317898,74.02684768,74.02190556,74.01696344,74.01202133,74.00707921,74.00213709,73.99719497,73.99225285,73.98731073,73.98236861,73.97742649,73.97248438,73.96754226,73.96260014,73.95765802,73.9527159,73.94777378,73.94283166,73.93788954,73.93294742,73.92800531,73.92306319,73.91812107,73.91317895,73.90823683,73.90329471,73.89835259,73.89341047,73.88846836,73.88352624,73.87858412,73.873642,73.86869988,73.86375776,73.85881564,73.85387352,73.8489314,73.84398929,73.83904717,73.83410505,73.82916293,73.82422081,73.81927869,73.81433657,73.80939445,73.80445233,73.79951022,73.7945681,73.78962598,73.78468386,73.77974174,73.77479962,73.7698575,73.76491538,73.75997327,73.75503115,73.75008903,73.74514691,73.74020479,73.73526267,73.73032055,73.72537843,73.72043631,73.7154942
43,74.05209207,74.04714995,74.04220784,74.03726572,74.0323236,74.02738148,74.02243936,74.01749724,74.01255512,74.007613,74.00267088,73.99772877,73.99278665,73.98784453,73.98290241,73.97796029,73.97301817,73.96807605,73.96313393,73.95819181,73.9532497,73.94830758,73.94336546,73.93842334,73.93348122,73.9285391,73.92359698,73.91865486,73.91371275,73.90877063,73.90382851,73.89888639,73.89394427,73.88900215,73.88406003,73.87911791,73.87417579,73.86923368,73.86429156,73.85934944,73.85440732,73.8494652,73.84452308,73.83958096,73.83463884,73.82969672,73.82475461,73.81981249,73.81487037,73.80992825,73.80498613,73.80004401,73.79510189,73.79015977,73.78521766,73.78027554,73.77533342,73.7703913,73.76544918,73.76050706,73.75556494,73.75062282,73.7456807,73.74073859,73.73579647,73.73085435,73.72591223,73.72097011,73.71602799
44,74.05262587,74.04768375,74.04274163,74.03779951,74.03285739,74.02791527,74.02297316,74.01803104,74.01308892,74.0081468,74.00320468,73.99826256,73.99332044,73.98837832,73.98343621,73.97849409,73.97355197,73.96860985,73.96366773,73.95872561,73.95378349,73.94884137,73.94389925,73.93895714,73.93401502,73.9290729,73.92413078,73.91918866,73.91424654,73.90930442,73.9043623,73.89942018,73.89447807,73.88953595,73.88459383,73.87965171,73.87470959,73.86976747,73.86482535,73.85988323,73.85494112,73.849999,73.84505688,73.84011476,73.83517264,73.83023052,73.8252884,73.82034628,73.81540416,73.81046205,73.80551993,73.80057781,73.79563569,73.79069357,73.78575145,73.78080933,73.77586721,73.77092509,73.76598298,73.76104086,73.75609874,73.75115662,73.7462145,73.74127238,73.73633026,73.73138814,73.72644603,73.72150391,73.71656179
45,74.05315966,74.04821755,74.04327543,74.03833331,74.03339119,74.02844907,74.02350695,74.01856483,74.01362271,74.0086806,74.00373848,73.99879636,73.99385424,73.98891212,73.98397,73.97902788,73.97408576,73.96914364,73.96420153,73.95925941,73.95431729,73.94937517,73.94443305,73.93949093,73.93454881,73.92960669,73.92466458,73.91972246,73.91478034,73.90983822,73.9048961,73.89995398,73.89501186,73.89006974,73.88512762,73.88018551,73.87524339,73.87030127,73.86535915,73.86041703,73.85547491,73.85053279,73.84559067,73.84064855,73.83570644,73.83076432,73.8258222,73.82088008,73.81593796,73.81099584,73.80605372,73.8011116,73.79616949,73.79122737,73.78628525,73.78134313,73.77640101,73.77145889,73.76651677,73.76157465,73.75663253,73.75169042,73.7467483,73.74180618,73.73686406,73.73192194,73.72697982,73.7220377,73.71709558
46,74.05369346,74.04875134,74.04380922,74.0388671,74.03392499,74.02898287,74.02404075,74.01909863,74.01415651,74.00921439,74.00427227,73.99933015,73.99438803,73.98944592,73.9845038,73.97956168,73.97461956,73.96967744,73.96473532,73.9597932,73.95485108,73.94990897,73.94496685,73.94002473,73.93508261,73.93014049,73.92519837,73.92025625,73.91531413,73.91037201,73.9054299,73.90048778,73.89554566,73.89060354,73.88566142,73.8807193,73.87577718,73.87083506,73.86589295,73.86095083,73.85600871,73.85106659,73.84612447,73.84118235,73.83624023,73.83129811,73.82635599,73.82141388,73.81647176,73.81152964,73.80658752,73.8016454,73.79670328,73.79176116,73.78681904,73.78187692,73.77693481,73.77199269,73.76705057,73.76210845,73.75716633,73.75222421,73.74728209,73.74233997,73.73739786,73.73245574,73.72751362,73.7225715,73.71762938
47,74.05422726,74.04928514,74.04434302,74.0394009,74.03445878,74.02951666,74.02457454,74.01963243,74.01469031,74.00974819,74.00480607,73.99986395,73.99492183,73.98997971,73.98503759,73.98009547,73.97515336,73.97021124,73.96526912,73.960327,73.95538488,73.95044276,73.94550064,73.94055852,73.9356164,73.93067429,73.92573217,73.92079005,73.91584793,73.91090581,73.90596369,73.90102157,73.89607945,73.89113734,73.88619522,73.8812531,73.87631098,73.87136886,73.86642674,73.86148462,73.8565425,73.85160038,73.84665827,73.84171615,73.83677403,73.83183191,73.82688979,73.82194767,73.81700555,73.81206343,73.80712131,73.8021792,73.79723708,73.79229496,73.78735284,73.78241072,73.7774686,73.77252648,73.76758436,73.76264225,73.75770013,73.75275801,73.74781589,73.74287377,73.73793165,73.73298953,73.72804741,73.72310529,73.71816318
48,74.05476105,74.04981893,74.04487682,74.0399347,74.03499258,74.03005046,74.02510834,74.02016622,74.0152241,74.01028198,74.00533986,74.00039775,73.99545563,73.99051351,73.98557139,73.98062927,73.97568715,73.97074503,73.96580291,73.9608608,73.95591868,73.95097656,73.94603444,73.94109232,73.9361502,73.93120808,73.92626596,73.92132384,73.91638173,73.91143961,73.90649749,73.90155537,73.89661325,73.89167113,73.88672901,73.88178689,73.87684477,73.87190266,73.86696054,73.86201842,73.8570763,73.85213418,73.84719206,73.84224994,73.83730782,73.83236571,73.82742359,73.82248147,73.81753935,73.81259723,73.80765511,73.80271299,73.79777087,73.79282875,73.78788664,73.78294452,73.7780024,73.77306028,73.76811816,73.76317604,73.75823392,73.7532918,73.74834968,73.74340757,73.73846545,73.73352333,73.72858121,73.72363909,73.71869697
49,74.05529485,74.05035273,74.04541061,74.04046849,74.03552637,74.03058425,74.02564214,74.02070002,74.0157579,74.01081578,74.00587366,74.00093154,73.99598942,73.9910473,73.98610519,73.98116307,73.97622095,73.97127883,73.96633671,73.96139459,73.95645247,73.95151035,73.94656823,73.94162612,73.936684,73.93174188,73.92679976,73.92185764,73.91691552,73.9119734,73.90703128,73.90208917,73.89714705,73.89220493,73.88726281,73.88232069,73.87737857,73.87243645,73.86749433,73.86255221,73.8576101,73.85266798,73.84772586,73.84278374,73.83784162,73.8328995,73.82795738,73.82301526,73.81807314,73.81313103,73.80818891,73.80324679,73.79830467,73.79336255,73.78842043,73.78347831,73.77853619,73.77359408,73.76865196,73.76370984,73.75876772,73.7538256,73.74888348,73.74394136,73.73899924,73.73405712,73.72911501,73.72417289,73.71923077
50,74.05582865,74.05088653,74.04594441,74.04100229,74.03606017,74.03111805,74.02617593,74.02123381,74.01629169,74.01134958,74.00640746,74.00146534,73.99652322,73.9915811,73.98663898,73.98169686,73.97675474,73.97181262,73.96687051,73.96192839,73.95698627,73.95204415,73.94710203,73.94215991,73.93721779,73.93227567,73.92733356,73.92239144,73.91744932,73.9125072,73.90756508,73.90262296,73.89768084,73.89273872,73.8877966,73.88285449,73.87791237,73.87297025,73.86802813,73.86308601,73.85814389,73.85320177,73.84825965,73.84331754,73.83837542,73.8334333,73.82849118,73.82354906,73.81860694,73.81366482,73.8087227,73.80378058,73.79883847,73.79389635,73.78895423,73.78401211,73.77906999,73.77412787,73.76918575,73.76424363,73.75930151,73.7543594,73.74941728,73.74447516,73.73953304,73.73459092,73.7296488,73.72470668,73.71976456
51,74.05636244,74.05142032,74.0464782,74.04153608,74.03659397,74.03165185,74.02670973,74.02176761,74.01682549,74.01188337,74.00694125,74.00199913,73.99705702,73.9921149,73.98717278,73.98223066,73.97728854,73.97234642,73.9674043,73.96246218,73.95752006,73.95257795,73.94763583,73.94269371,73.93775159,73.93280947,73.92786735,73.92292523,73.91798311,73.91304099,73.90809888,73.90315676,73.89821464,73.89327252,73.8883304,73.88338828,73.87844616,73.87350404,73.86856193,73.86361981,73.85867769,73.85373557,73.84879345,73.84385133,73.83890921,73.83396709,73.82902497,73.82408286,73.81914074,73.81419862,73.8092565,73.80431438,73.79937226,73.79443014,73.78948802,73.78454591,73.77960379,73.77466167,73.76971955,73.76477743,73.75983531,73.75489319,73.74995107,73.74500895,73.74006684,73.73512472,73.7301826,73.72524048,73.72029836
52,74.05689624,74.05195412,74.047012,74.04206988,74.03712776,74.03218564,74.02724352,74.02230141,74.01735929,74.01241717,74.00747505,74.00253293,73.99759081,73.99264869,73.98770657,73.98276445,73.97782234,73.97288022,73.9679381,73.96299598,73.95805386,73.95311174,73.94816962,73.9432275,73.93828539,73.93334327,73.92840115,73.92345903,73.91851691,73.91357479,73.90863267,73.90369055,73.89874843,73.89380632,73.8888642,73.88392208,73.87897996,73.87403784,73.86909572,73.8641536,73.85921148,73.85426936,73.84932725,73.84438513,73.83944301,73.83450089,73.82955877,73.82461665,73.81967453,73.81473241,73.8097903,73.80484818,73.79990606,73.79496394,73.79002182,73.7850797,73.78013758,73.77519546,73.77025334,73.76531123,73.76036911,73.75542699,73.75048487,73.74554275,73.74060063,73.73565851,73.73071639,73.72577427,73.72083216
53,74.05743003,74.05248791,74.0475458,74.04260368,74.03766156,74.03271944,74.02777732,74.0228352,74.01789308,74.01295096,74.00800884,74.00306673,73.99812461,73.99318249,73.98824037,73.98329825,73.97835613,73.97341401,73.96847189,73.96352978,73.95858766,73.95364554,73.94870342,73.9437613,73.93881918,73.93387706,73.92893494,73.92399282,73.91905071,73.91410859,73.90916647,73.90422435,73.89928223,73.89434011,73.88939799,73.88445587,73.87951376,73.87457164,73.86962952,73.8646874,73.85974528,73.85480316,73.84986104,73.84491892,73.8399768,73.83503469,73.83009257,73.82515045,73.82020833,73.81526621,73.81032409,73.80538197,73.80043985,73.79549773,73.79055562,73.7856135,73.78067138,73.77572926,73.77078714,73.76584502,73.7609029,73.75596078,73.75101867,73.74607655,73.74113443,73.73619231,73.73125019,73.72630807,73.72136595
54,74.05796383,74.05302171,74.04807959,74.04313747,74.03819535,74.03325324,74.02831112,74.023369,74.01842688,74.01348476,74.00854264,74.00360052,73.9986584,73.99371628,73.98877417,73.98383205,73.97888993,73.97394781,73.96900569,73.96406357,73.95912145,73.95417933,73.94923721,73.9442951,73.93935298,73.93441086,73.92946874,73.92452662,73.9195845,73.91464238,73.90970026,73.90475815,73.89981603,73.89487391,73.88993179,73.88498967,73.88004755,73.87510543,73.87016331,73.86522119,73.86027908,73.85533696,73.85039484,73.84545272,73.8405106,73.83556848,73.83062636,73.82568424,73.82074213,73.81580001,73.81085789,73.80591577,73.80097365,73.79603153,73.79108941,73.78614729,73.78120517,73.77626306,73.77132094,73.76637882,73.7614367,73.75649458,73.75155246,73.74661034,73.74166822,73.7367261,73.73178399,73.72684187,73.72189975
55,74.05849763,74.05355551,74.04861339,74.04367127,74.03872915,74.03378703,74.02884491,74.02390279,74.01896067,74.01401856,74.00907644,74.00413432,73.9991922,73.99425008,73.98930796,73.98436584,73.97942372,73.97448161,73.96953949,73.96459737,73.95965525,73.95471313,73.94977101,73.94482889,73.93988677,73.93494465,73.93000254,73.92506042,73.9201183,73.91517618,73.91023406,73.90529194,73.90034982,73.8954077,73.89046558,73.88552347,73.88058135,73.87563923,73.87069711,73.86575499,73.86081287,73.85587075,73.85092863,73.84598652,73.8410444,73.83610228,73.83116016,73.82621804,73.82127592,73.8163338,73.81139168,73.80644956,73.80150745,73.79656533,73.79162321,73.78668109,73.78173897,73.77679685,73.77185473,73.76691261,73.7619705,73.75702838,73.75208626,73.74714414,73.74220202,73.7372599,73.73231778,73.72737566,73.72243354
56,74.05903142,74.0540893,74.04914718,74.04420506,74.03926295,74.03432083,74.02937871,74.02443659,74.01949447,74.01455235,74.00961023,74.00466811,73.999726,73.99478388,73.98984176,73.98489964,73.97995752,73.9750154,73.97007328,73.96513116,73.96018904,73.95524693,73.95030481,73.94536269,73.94042057,73.93547845,73.93053633,73.92559421,73.92065209,73.91570998,73.91076786,73.90582574,73.90088362,73.8959415,73.89099938,73.88605726,73.88111514,73.87617302,73.87123091,73.86628879,73.86134667,73.85640455,73.85146243,73.84652031,73.84157819,73.83663607,73.83169395,73.82675184,73.82180972,73.8168676,73.81192548,73.80698336,73.80204124,73.79709912,73.792157,73.78721489,73.78227277,73.77733065,73.77238853,73.76744641,73.76250429,73.75756217,73.75262005,73.74767793,73.74273582,73.7377937,73.73285158,73.72790946,73.72296734
57,74.05956522,74.0546231,74.04968098,74.04473886,74.03979674,74.03485462,74.0299125,74.02497039,74.02002827,74.01508615,74.01014403,74.00520191,74.00025979,73.99531767,73.99037555,73.98543343,73.98049132,73.9755492,73.97060708,73.96566496,73.96072284,73.95578072,73.9508386,73.94589648,73.94095437,73.93601225,73.93107013,73.92612801,73.92118589,73.91624377,73.91130165,73.90635953,73.90141741,73.8964753,73.89153318,73.88659106,73.88164894,73.87670682,73.8717647,73.86682258,73.86188046,73.85693835,73.85199623,73.84705411,73.84211199,73.83716987,73.83222775,73.82728563,73.82234351,73.81740139,73.81245928,73.80751716,73.80257504,73.79763292,73.7926908,73.78774868,73.78280656,73.77786444,73.77292232,73.76798021,73.76303809,73.75809597,73.75315385,73.74821173,73.74326961,73.73832749,73.73338537,73.72844326,73.72350114
58,74.06009901,74.05515689,74.05021478,74.04527266,74.04033054,74.03538842,74.0304463,74.02550418,74.02056206,74.01561994,74.01067783,74.00573571,74.00079359,73.99585147,73.99090935,73.98596723,73.98102511,73.97608299,73.97114087,73.96619876,73.96125664,73.95631452,73.9513724,73.94643028,73.94148816,73.93654604,73.93160392,73.9266618,73.92171969,73.91677757,73.91183545,73.90689333,73.90195121,73.89700909,73.89206697,73.88712485,73.88218274,73.87724062,73.8722985,73.86735638,73.86241426,73.85747214,73.85253002,73.8475879,73.84264578,73.83770367,73.83276155,73.82781943,73.82287731,73.81793519,73.81299307,73.80805095,73.80310883,73.79816672,73.7932246,73.78828248,73.78334036,73.77839824,73.77345612,73.768514,73.76357188,73.75862976,73.75368765,73.74874553,73.74380341,73.73886129,73.73391917,73.72897705,73.72403493
59,74.06063281,74.05569069,74.05074857,74.04580645,74.04086433,74.03592222,74.0309801,74.02603798,74.02109586,74.01615374,74.01121162,74.0062695,74.00132738,73.99638526,73.99144315,73.98650103,73.98155891,73.97661679,73.97167467,73.96673255,73.96179043,73.95684831,73.9519062,73.94696408,73.94202196,73.93707984,73.93213772,73.9271956,73.92225348,73.91731136,73.91236924,73.90742713,73.90248501,73.89754289,73.89260077,73.88765865,73.88271653,73.87777441,73.87283229,73.86789017,73.86294806,73.85800594,73.85306382,73.8481217,73.84317958,73.83823746,73.83329534,73.82835322,73.82341111,73.81846899,73.81352687,73.80858475,73.80364263,73.79870051,73.79375839,73.78881627,73.78387415,73.77893204,73.77398992,73.7690478,73.76410568,73.75916356,73.75422144,73.74927932,73.7443372,73.73939509,73.73445297,73.72951085,73.72456873
60,74.06116661,74.05622449,74.05128237,74.04634025,74.04139813,74.03645601,74.03151389,74.02657177,74.02162965,74.01668754,74.01174542,74.0068033,74.00186118,73.99691906,73.99197694,73.98703482,73.9820927,73.97715059,73.97220847,73.96726635,73.96232423,73.95738211,73.95243999,73.94749787,73.94255575,73.93761363,73.93267152,73.9277294,73.92278728,73.91784516,73.91290304,73.90796092,73.9030188,73.89807668,73.89313457,73.88819245,73.88325033,73.87830821,73.87336609,73.86842397,73.86348185,73.85853973,73.85359761,73.8486555,73.84371338,73.83877126,73.83382914,73.82888702,73.8239449,73.81900278,73.81406066,73.80911854,73.80417643,73.79923431,73.79429219,73.78935007,73.78440795,73.77946583,73.77452371,73.76958159,73.76463948,73.75969736,73.75475524,73.74981312,73.744871,73.73992888,73.73498676,73.73004464,73.72510252
61,74.0617004,74.05675828,74.05181616,74.04687405,74.04193193,74.03698981,74.03204769,74.02710557,74.02216345,74.01722133,74.01227921,74.00733709,74.00239498,73.99745286,73.99251074,73.98756862,73.9826265,73.97768438,73.97274226,73.96780014,73.96285802,73.95791591,73.95297379,73.94803167,73.94308955,73.93814743,73.93320531,73.92826319,73.92332107,73.91837896,73.91343684,73.90849472,73.9035526,73.89861048,73.89366836,73.88872624,73.88378412,73.878842,73.87389989,73.86895777,73.86401565,73.85907353,73.85413141,73.84918929,73.84424717,73.83930505,73.83436294,73.82942082,73.8244787,73.81953658,73.81459446,73.80965234,73.80471022,73.7997681,73.79482598,73.78988387,73.78494175,73.77999963,73.77505751,73.77011539,73.76517327,73.76023115,73.75528903,73.75034691,73.7454048,73.74046268,73.73552056,73.73057844,73.72563632
62,74.0622342,74.05729208,74.05234996,74.04740784,74.04246572,74.0375236,74.03258148,74.02763937,74.02269725,74.01775513,74.01281301,74.00787089,74.00292877,73.99798665,73.99304453,73.98810242,73.9831603,73.97821818,73.97327606,73.96833394,73.96339182,73.9584497,73.95350758,73.94856546,73.94362335,73.93868123,73.93373911,73.92879699,73.92385487,73.91891275,73.91397063,73.90902851,73.90408639,73.89914428,73.89420216,73.88926004,73.88431792,73.8793758,73.87443368,73.86949156,73.86454944,73.85960733,73.85466521,73.84972309,73.84478097,73.83983885,73.83489673,73.82995461,73.82501249,73.82007037,73.81512826,73.81018614,73.80524402,73.8003019,73.79535978,73.79041766,73.78547554,73.78053342,73.77559131,73.77064919,73.76570707,73.76076495,73.75582283,73.75088071,73.74593859,73.74099647,73.73605435,73.73111224,73.72617012
63,74.06276799,74.05782588,74.05288376,74.04794164,74.04299952,74.0380574,74.03311528,74.02817316,74.02323104,74.01828892,74.01334681,74.00840469,74.00346257,73.99852045,73.99357833,73.98863621,73.98369409,73.97875197,73.97380985,73.96886774,73.96392562,73.9589835,73.95404138,73.94909926,73.94415714,73.93921502,73.9342729,73.92933079,73.92438867,73.91944655,73.91450443,73.90956231,73.90462019,73.89967807,73.89473595,73.88979383,73.88485172,73.8799096,73.87496748,73.87002536,73.86508324,73.86014112,73.855199,73.85025688,73.84531476,73.84037265,73.83543053,73.83048841,73.82554629,73.82060417,73.81566205,73.81071993,73.80577781,73.8008357,73.79589358,73.79095146,73.78600934,73.78106722,73.7761251,73.77118298,73.76624086,73.76129874,73.75635663,73.75141451,73.74647239,73.74153027,73.73658815,73.73164603,73.72670391
64,74.06330179,74.05835967,74.05341755,74.04847543,74.04353331,74.0385912,74.03364908,74.02870696,74.02376484,74.01882272,74.0138806,74.00893848,74.00399636,73.99905424,73.99411213,73.98917001,73.98422789,73.97928577,73.97434365,73.96940153,73.96445941,73.95951729,73.95457518,73.94963306,73.94469094,73.93974882,73.9348067,73.92986458,73.92492246,73.91998034,73.91503822,73.91009611,73.90515399,73.90021187,73.89526975,73.89032763,73.88538551,73.88044339,73.87550127,73.87055916,73.86561704,73.86067492,73.8557328,73.85079068,73.84584856,73.84090644,73.83596432,73.8310222,73.82608009,73.82113797,73.81619585,73.81125373,73.80631161,73.80136949,73.79642737,73.79148525,73.78654313,73.78160102,73.7766589,73.77171678,73.76677466,73.76183254,73.75689042,73.7519483,73.74700618,73.74206407,73.73712195,73.73217983,73.72723771
65,74.06383559,74.05889347,74.05395135,74.04900923,74.04406711,74.03912499,74.03418287,74.02924075,74.02429864,74.01935652,74.0144144,74.00947228,74.00453016,73.99958804,73.99464592,73.9897038,73.98476168,73.97981957,73.97487745,73.96993533,73.96499321,73.96005109,73.95510897,73.95016685,73.94522473,73.94028261,73.9353405,73.93039838,73.92545626,73.92051414,73.91557202,73.9106299,73.90568778,73.90074566,73.89580355,73.89086143,73.88591931,73.88097719,73.87603507,73.87109295,73.86615083,73.86120871,73.85626659,73.85132448,73.84638236,73.84144024,73.83649812,73.831556,73.82661388,73.82167176,73.81672964,73.81178753,73.80684541,73.80190329,73.79696117,73.79201905,73.78707693,73.78213481,73.77719269,73.77225057,73.76730846,73.76236634,73.75742422,73.7524821,73.74753998,73.74259786,73.73765574,73.73271362,73.7277715
